org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,493676,423978,71029,69698,71029,4459,738,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi+kubernetes-security,kubernetes+website+cluster-api+test-infra+enhancements+minikube+ingress-nginx+cluster-api-provider-azure+kops+cluster-api-provider-aws+cloud-provider-azure+k8s.io+kubespray+community+vsphere-csi-driver+gateway-api+kustomize+autoscaler+kubebuilder+org+kueue+kind+aws-load-balancer-controller+external-dns+kui+cluster-api-provider-openstack+azuredisk-csi-driver+krew-index+cloud-provider-openstack+dashboard+security-profiles-operator+ingress-gce+descheduler+image-builder+cluster-api-provider-vsphere+node-feature-discovery+controller-runtime+release+metrics-server+scheduler-plugins+sig-release+secrets-store-csi-driver+aws-ebs-csi-driver+kube-scheduler-simulator+java+python+azurefile-csi-driver+cli-utils+cluster-api-provider-ibmcloud+cluster-api-provider-gcp+perf-tests+kubeadm+kube-state-metrics+gcp-compute-persistent-disk-csi-driver+csharp+kpng+external-snapshotter+kubectl+cloud-provider-aws+gcp-filestore-csi-driver+aws-efs-csi-driver+cluster-api-provider-kubevirt+klog+apiserver-network-proxy+hierarchical-namespaces+blob-csi-driver+csi-driver-smb+contributor-site+cloud-provider-vsphere+cloud-provider-gcp+e2e-framework+controller-tools+git-sync+kube-openapi+external-provisioner+cri-tools+steering+oci-proxy+javascript+node-feature-discovery-operator+alibaba-cloud-csi-driver+kompose+sig-windows-dev-tools+csi-driver-nfs+client-go+aws-iam-authenticator+contributor-tweets+ibm-powervs-block-csi-driver+bom+promo-tools+node-problem-detector+cluster-api-provider-nested+contributor-playground+docs+release-sdk+sig-storage-local-static-provisioner+c+sig-windows-tools+cluster-api-provider-digitalocean+nfs-subdir-external-provisioner+kubebuilder-declarative-pattern+sig-security+csi-proxy+dns+krew+apiserver+etcdadm+cluster-api-provider-packet+zeitgeist+cluster-api-provider-cloudstack+kubetest2+prometheus-adapter+kubefed+cli-experimental+csi-driver-host-path+downloadkubernetes+cluster-api-provider-kubemark+ibm-vpc-block-csi-driver+external-resizer+csi-driver-iscsi+utils+windows-testing+boskos+node-driver-registrar+nfs-ganesha-server-and-external-provisioner+cloud-provider-alibaba-cloud+lwkd+network-policy-api+aws-fsx-csi-driver+release-notes+k8s-container-image-promoter+windows-gmsa+external-attacher+service-catalog+structured-merge-diff+python-base+publishing-bot+yaml+cluster-api-operator+cloud-provider+csi-release-tools+external-health-monitor+apiextensions-apiserver+livenessprobe+reference-docs+legacy-cloud-providers+apimachinery+volume-data-source-validator+code-generator+wg-policy-prototypes+api+depstat+work-api+azurelustre-csi-driver+component-base+release-utils+csi-test+committee-security-response+kube-aggregator+krm-functions-registry+lib-volume-populator+gengo+sample-apiserver+csi-lib-iscsi+pod-security-admission+minibroker+cli-runtime+kubelet+controller-manager+examples+funding+apiserver-builder-alpha+gen+sample-controller+kube-controller-manager+sig-storage-lib-external-provisioner+contributor-katacoda+metrics+kube-scheduler+cluster-addons+kube-proxy+apiserver-runtime+csi-translation-lib+sample-cli-plugin+component-helpers+prow+release-team-shadow-stats+cluster-proportional-autoscaler+cvelist-public+csi-lib-utils+aws-encryption-provider+json+mount-utils+kube-batch+cluster-bootstrap+pspmigrator+ip-masq-agent+multi-tenancy+repo-infra+custom-metrics-apiserver+system-validators+maintainers+externalip-webhook+haskell+cri-api+csi-driver-nvmf+testgrid-json-exporter+about-api+cluster-capacity+kubebuilder-release-tools+cloud-provider-huaweicloud+iptables-wrappers+dashboard-metrics-scraper+special-resource-operator+kube-storage-version-migrator+application+sig-windows-samples+cluster-proportional-vertical-autoscaler+instrumentation-tools+container-object-storage-interface-api+mcs-api+gluster-file-external-provisioner+container-object-storage-interface-spec+go-open-service-broker-client+sig-testing+csi-driver-image-populator+go+slack-infra+mdtoc+cloud-provider-sample+ingress-controller-conformance+kubectl-check-ownerreferences+kwok+security+k8s-gsm-tools+container-object-storage-interface-provisioner-sidecar+kubernetes-template-project+container-object-storage-interface-controller+poseidon+cosi-driver-sample+csi-lib-fc+discuss-theme+design-proposals-archive+instrumentation-addons+kubernetes-csi.github.io+frakti+logtools+noderesourcetopology-api+ruby+cluster-api-provider-docker+sig-usability,404655,309017,40235,47037,20370,3630,35033,Kubernetes,kubernetes.io
cncf+crosscloudci,glossary+cnf-testsuite+k8s-conformance+landscape+toc+tag-security+gitdm+clomonitor+cncf.io+foundation+mentoring+devstats+landscapeapp+cncf-fuzzing+kubernetes-community-days+tag-contributor-strategy+people+cnf-wg+tag-app-delivery+techdocs+artwork+tag-observability+xds+apisnoop+landscape-graph+cluster+contribute+podtato-head+credits+wg-env-sustainability+cloudnativetv+tag-runtime+velocity+devstats-docker-images+devstats-helm+cnf-certification+devstatscode+gitvote+cloud-native-community-cookbook+project-template+surveys+cartografos+web-landscape+docsy+curriculum+presentations+radar+wp-mu-plugins+ambassadors+tag-storage+servicedesk+financial-user-group+awards+communitygroups+wg-serverless+research-user-group+ci-dashboard+chaosengineering-wg+hugo-netlify-starter+svg-autocrop-serverless+telecom-user-group+tag-network+devstats-reports+dcochecker+cnf-conformance+glossary-docsy+udpa+devstats-k8s-lf+students+svg-autocrop+env-sustainability-wg+prometheus-conformance+k8s-infra+crosscloudci+cla+enduser-public+crossplane-conformance+wg-ci+trailmap+cnf-testbed+wg-cocc+cncf-fuzzzing,31801,12590,7427,8786,2560,1218,9224,CNCF,www.cncf.io
open-telemetry,opentelemetry-collector-contrib+opentelemetry-java-instrumentation+opentelemetry-collector+opentelemetry-python+opentelemetry-specification+opentelemetry-dotnet+opentelemetry-java+opentelemetry-js+opentelemetry-go-contrib+opentelemetry-go+opentelemetry.io+opentelemetry-cpp+opentelemetry-js-contrib+opentelemetry-python-contrib+opentelemetry-operator+opentelemetry-dotnet-instrumentation+opentelemetry-ruby+opentelemetry-php+opentelemetry-dotnet-contrib+opentelemetry-java-contrib+community+opentelemetry-helm-charts+opentelemetry-rust+oteps+opentelemetry-demo-webstore+opentelemetry-erlang+opentelemetry-log-collection+opentelemetry-proto+opentelemetry-cpp-contrib+opentelemetry-collector-releases+opamp-go+opentelemetry-erlang-contrib+opentelemetry-lambda+opamp-spec+opentelemetry-js-api+opentelemetry-ruby-contrib+opentelemetry-go-build-tools+opentelemetry-swift+build-tools+opentelemetry-php-contrib+opentelemetry-sqlcommenter+opentelemetry-demo+opentelemetry-java-docs+docs-cn+opentelemetry-proto-go+wg-prometheus+opentelemetry-collector-builder+opentelemetry-proto-java+assign-reviewers-action+.github+opentelemetry-sandbox-web-js+opentelemetry-go-vanityurls,135141,79033,25469,17378,11506,1133,19133,OpenTelemetry,opentelemetry.io
PaddlePaddle,Paddle+PaddleOCR+PaddleNLP+PaddleDetection+Paddle-Lite+PaddleSpeech+PaddleSeg+docs+PaddleClas+PaddleTest+Paddle2ONNX+PaddleX+CINN+Serving+PaddleSlim+PaddleHub+PaddleVideo+benchmark+PARL+PaddleRec+models+awesome-DeepLearning+Paddle.js+PaddleGAN+X2Paddle+Paddle-Inference-Demo+PGL+Paddle-Lite-Demo+DeepSpeech+PaddleScience+Parakeet+VisualDL+PaddleDTX+PASSL+Knover+ERNIE+PaddleHelix+FastDeploy+VIMER+FleetX+RocketQA+Research+PaddleSleeve+PaddleCustomDevice+InterpretDL+PaddleFL+PaddleSpatial+TrustAI+PLSC+Paddle-bot+Quantum+Perf+PaddleRobotics+Paddle3D+MetaGym+Contrib+RLSchool+PaddleRS,147495,70583,41609,19298,15700,972,19603,PaddlePaddle,paddlepaddle.org
argoproj+argoproj-labs,argo-cd+argo-workflows+argo-rollouts+argo-events+argo-helm+argocd-operator+argo-dataflow+hera-workflows+argocd-image-updater+argoproj-deployments+argocd-vault-plugin+applicationset+argocd-autopilot+applicationset+argo-cloudops+argoproj+argo-ui+argocd-notifications+gitops-engine+notifications-engine+pkg+argocd-example-apps+argo-conformance-program+argocon21+argo-site+appsource+argocd-extensions+rollout-extension+argocd-example-extension+katacoda-scenarios+argo-workflows-catalog+argocd-interlace+homebrew-tap+multi-cluster-kubernetes+community+go-git+argo-client-gen+argoproj.github.io+rollouts-demo+multi-cluster-kubernetes-api+gordian+advanced-argo-workflows-workshop+argo-client-java+argo-kube-notifier+community-contrib-docs+argo-eventbus+argo-client-python+argocd-bot+friends+amalgamated-kubernetes-api+argo-events-client-java+test-repo+multi-cluster+argo-workflows-hello-plugin+argo-workflows-hello-executor-plugin+test-repo-w-submodule+argo-workflows-slack-plugin,47055,24488,8142,7728,6122,815,8303,Argo,argoproj.github.io
hyperledger+hyperledger-labs,iroha+besu+cactus+aries-framework-javascript+fabric+firefly+aries-cloudagent-python+solang+grid+aries-vcx+fabric-token-sdk+fabric-samples+go-perun+aries-mobile-agent-react-native+besu-docs+aries-agent-test-harness+aries-framework-go+fabric-gateway+weaver-dlt-interoperability+orion-server+blockchain-carbon-accounting+fabric-smart-client+caliper+business-partner-agent+bevel+fabric-docs-i18n+fabric-operations-console+aries-framework-javascript-ext+blockchain-automation-framework+fabric-sdk-node+iroha-java+cello+indy-node+iroha-2-docs+firefly-ui+minifabric+orion-sdk-go+grid-docs+fabric-private-chaincode+firefly-cli+indy-sdk+aries-framework-go-ext+acapy-java-client+sawtooth-docs+indy-did-method+caliper-benchmarks+firefly+firefly-ethconnect+fabric-sdk-java+private-data-objects+fabric-test+fablo+firefly-tokens-erc20-erc721+aries-rfcs+firefly-sandbox+sawtooth-lib+indy-plenum+fabric-chaincode-java+PerformanceSandBox+aries-toolbox+fabric-protos+mirbft+fabric-ca+firefly-tokens-erc1155+fabric-chaincode-node+tsc+yui-ibc-solidity+hlf-operator+perun-doc+hlf-connector+aries-mobile-test-harness+minbft+aries-acapy-plugin-toolbox+firefly-helm-charts+indy-vdr+business-partner-agent-chart+iroha-python+fabric-sdk-go+aries-framework-dotnet+firefly-perf-cli+firefly-fabconnect+aries-askar+indy-sdk-react-native+iroha-javascript+fabric-gateway-java+sawtooth-core+indy-node-container+fabric-operator+aries-mobile-agent-xamarin+firefly-tokens-erc1155+besu-native+aries-acapy-controllers+firefly-cli+ursa+firefly-sdk-nodejs+aries-javascript-docs+blockchain-explorer+firefly-ethconnect+aries-mediator-service+firefly-fabconnect+fabric-sdk-py+perun-eth-backend+university-course+nft-auction+firefly-dataexchange-https+fabric-machine+yui-relayer+burrow+fabric-contract-api-go+sawtooth-sdk-rust+indy-shared-gha+yui-docs+perun-node+perun-eth-contracts+sawtooth-sdk-python+indy-test-automation+fabric-chaincode-go+firefly-ui+firefly-samples+avalon+yui-corda-ibc+tf-security+indy-node-monitor+fabric-protos-go+sawtooth-sdk-java+yui-fabric-ibc+governance+sawtooth-pbft+indy-shared-rs+sawtooth-sdk-go+fabric-builder-k8s+fabric-cli+convector,76691,35616,18698,11751,9370,763,13007,Hyperledger,hyperledger.org
nodejs,node+nodejs.dev+undici+nodejs.org+help+build+node-gyp+TSC+node-addon-api+docker-node+admin+loaders+snap+corepack+node-v8+diagnostics+remark-preset-lint-node+security-wg+i18n+node-core-utils+package-maintenance+next-10+citgm+Release+nodejs-ko+llhttp+readable-stream+gyp-next+tweet+node-core-test+unofficial-builds+nan+full-icu-npm+changelog-maker+email+modules+build-toolchain-next+node-addon-examples+llnode+nodejs-dependency-vuln-assessments+github-bot+branch-diff+eslint-plugin-nodejs-internal+meeting-picker+create-node-meeting-artifacts+reliability+uvwasi+community-committee+tap2junit+core-validate-commit+cjs-module-lexer+llparse+devcontainer+release-keys+.github+llparse-test-fixture+node-api-headers+make-node-meeting,63595,39327,7702,6908,6133,652,10433,Node.js,nodejs.org
zephyrproject-rtos,zephyr+test_results+sdk-ng+zephyr-testing+west+hal_espressif+gsoc-2022-thrift+docker-image+gsoc-2022-arduino-core+liblc3codec+windows-curses+eclipse-plugin+zscilib+docker-sdk-build+openocd+mipi-sys-t+action_scancode,84301,57752,14375,6689,5437,630,6737,Zephyr,www.zephyrproject.org
backstage,backstage+techdocs-cli+versions+actions+mkdocs-techdocs-core+community+mkdocs-monorepo-plugin+tempo+upgrade-helper-diff+demo+techdocs-container+software-templates+upgrade-helper+backend-system-exploration+changesets-action,39589,16780,6565,13146,2013,581,14231,Backstage,backstage.io
