org,repo,activity,comments,prs,commits,issues,authors,project,url
torvalds,linux,78638,63869,15967,14769,15967,1643,Linux kernel,kernel.org
facebook+rackt,react-native+react+presto+react-router+hhvm+osquery+flow+PathPicker+componentkit+AsyncDisplayKit+stetho,25618,18609,2220,2096,2693,446,React,facebook.com
Homebrew,homebrew+homebrew-science+homebrew-php,13024,8141,2706,1473,704,372,Homebrew,brew.sh
docker,docker+swarm+compose+distribution+libnetwork+docker-py,24170,19170,1995,1316,1689,311,Docker,mobyproject.org
angular+angular-ui,angular+material+angular.js+ng-grid+bootstrap+angular.io,25236,16975,1746,2922,3593,307,Angular,angular.io
NixOS,nixpkgs,8633,4615,1153,2481,384,250,NixOS,nixos.org
caskroom,homebrew-cask,3682,1321,1712,481,168,221,Homebrew Cask,caskroom.github.io
GoogleCloudPlatform,kubernetes,22491,17151,2223,1752,1365,207,Kubernetes,kubernetes.io
odoo,odoo,5516,3148,832,994,542,181,Odoo,odoo.com
saltstack,salt,9552,6237,1518,693,1104,171,SaltStack,repo.saltstack.com
rails,rails,5808,4007,839,587,375,165,Ruby on Rails,rubyonrails.org
symfony,symfony+symfony-docs,6725,4908,794,567,456,146,Symfony,symfony.com
ansible,ansible+ansible-modules-core+ansible-modules-extras,7284,4814,953,671,846,141,Ansible,ansible.com
elastic,elasticsearch+kibana+elasticsearch-net,14128,9061,1224,2304,1539,123,Elasticsearch,elastic.co/products/elasticsearch
aspnet,dnx+EntityFramework+Mvc+Docs,9882,5430,727,2560,1165,122,ASP.net,asp.net
dotnet,corefx+coreclr+llilc,8561,6535,744,576,706,118,dotnet,microsoft.com/net
hashicorp,terraform,5958,3910,574,811,663,111,Terraform,terraform.io
emberjs,ember.js+data,5977,4117,582,630,648,100,Ember.js,emberjs.com
JuliaLang,julia,12063,9778,542,1183,560,97,Julia,julialang.org
gitlabhq,gitlabhq,2539,1776,119,410,234,93,GitLab,gitlab.com
swagger-api,swagger-ui+swagger-codegen+swagger-core+swagger-js,4045,2480,442,499,624,92,Swagger,swagger.io
EFForg,https-everywhere,2210,987,483,471,269,88,HTTPS Everywhere,eff.org/https-everywhere
Polymer,polymer+docs,3757,2082,289,748,638,87,Polymer,polymer-project.org
openwrt,packages,1938,1007,292,498,141,86,OpenWrt,openwrt.org
systemd,systemd,2038,1123,287,473,155,86,systemd,freedesktop.org/wiki/Software/systemd
cocos2d,cocos2d-x,4100,2028,797,908,367,84,Cocos2d-x,cocos2d-x.org
openhab,openhab,3115,2377,271,275,192,83,openHAB,openhab.org
playframework,playframework,3313,2193,401,433,286,83,Play Framework,playframework.com
openshift,openshift-docs+training,2390,1256,440,557,137,81,OpenShift,openshift.com
chef,chef+chef-server,4502,2580,375,1195,352,78,Chef,chef.io/chef
sequelize,sequelize,3822,2832,205,350,435,76,Sequelize,docs-sequelizejs.com
Automattic,jetpack,2889,1549,236,874,230,75,Automattic Jetpack,jetpack.com
acemod,ACE3,8696,4993,799,2243,661,75,ACE Mod,acemod.com
github,git-lfs+linguist,2632,1773,257,402,200,74,GitHub,github.com
Azure,azure-xplat-cli+azure-powershell,1860,1158,240,216,246,74,Azure,azure.github.io
tgstation,-tg-station,11750,9480,822,682,766,71,SS13,tgstation13.org
driftyco,ionic+ng-cordova,3869,2879,141,236,613,70,Ionic,ionicframework.com
dotnet,roslyn,11317,8215,1047,977,1078,69,VS Code,code.visualstudio.com
e-government-ua,i,3292,1116,79,1721,376,68,Основной репозиторий,igov.org.ua
callemall,material-ui,2167,1389,231,276,271,67,Material-UI,material-ui.com
crowdresearch,crowdsource-platform,1224,348,223,571,82,67,crowdresearch,""
spree,spree,1613,989,171,305,148,67,Spree,guides.spreecommerce.org
npm,npm+newww,6101,4288,189,601,1023,65,npm,npmjs.com
joomla,joomla-cms,4778,3718,329,466,265,64,Joomla,joomla.org
rapid7,metasploit-framework,3901,2821,460,455,165,63,Rapid7,rapid7.com
haskell,cabal+haskell-mode,2427,1813,182,245,187,62,haskell,""
grpc,grpc+grpc-java,5716,3313,979,887,537,62,GRPC,grpc.io
libgit2,libgit2+libgit2sharp,3273,2244,265,626,138,61,libgit2,""
TechEmpower,FrameworkBenchmarks,1379,872,164,258,85,60,TechEmpower,""
codecombat,codecombat,1206,464,140,458,144,60,CodeCombat,codecombat.com
scipy,scipy,2801,2296,185,169,151,59,scipy,""
atom,atom+electron,10577,7751,389,757,1680,59,Atom,atom.io
ManageIQ,manageiq,5222,3581,789,738,114,58,ManageIQ,manageiq.org
Codeception,Codeception,1449,818,144,310,177,58,Codeception,""
ethereum,go-ethereum+cpp-ethereum,6320,3384,855,1235,846,57,Ethereum,ethereum.org
CleverRaven,Cataclysm-DDA,5278,4134,486,301,357,57,Cataclysm-DDA,en.cataclysmdda.com
hashicorp,vault,1467,874,134,258,201,56,Vault,vaultproject.io
voidlinux,void-packages,5118,1478,542,2909,189,55,The Void distribution,voidlinux.eu
processing,processing+p5.js,2905,1806,168,598,333,55,processing,""
zurb,foundation,929,579,68,103,179,54,zurb,zurb.com
TrinityCore,TrinityCore,5083,3668,135,867,413,53,TrinityCore,trinitycore.org
Leaflet,Leaflet,1494,975,124,265,130,52,Leaflet,""
concrete5,concrete5-5.7.0+concrete5,2137,1109,325,498,205,51,concrete5,""
woothemes,woocommerce,2210,1261,212,300,437,51,woothemes,""
hashicorp,consul,1318,844,88,228,158,51,Consul,consul.io
OfficeDev,PnP,1388,611,307,352,118,50,Office Developer,dev.office.com
mesosphere,marathon+kubernetes-mesos,3068,1744,217,731,376,50,Mesosphere,mesosphere.com
Sylius,Sylius,1587,1089,199,170,129,50,Sylius,""
ResearchKit,ResearchKit,1706,1194,193,200,119,50,ResearchKit,""
composer,composer,2361,1899,131,151,180,49,composer,""
CenterForOpenScience,osf.io,5742,3604,697,1015,426,49,CenterForOpenScience,""
esp8266,Arduino,3130,2424,149,208,349,49,esp8266,""
CartoDB,cartodb+cartodb.js,8031,4687,511,2056,777,49,CARTO,carto.com
numpy,numpy,2568,2132,153,131,152,49,numpy,""
guardian,frontend,5108,1987,836,2191,94,48,The Guardian,theguardian.com
owncloud,core+documentation,8802,6547,417,847,991,48,ownCloud,owncloud.org
diydrones,ardupilot,2772,1788,271,521,192,48,diydrones,""
mozilla,fxa-content-server+pdf.js+webmaker-app,5214,3737,358,537,582,48,Mozilla,mozilla.org
SpongePowered,SpongeAPI+SpongeDocs,2826,1785,140,670,231,47,SpongePowered,""
18F,18f.gsa.gov,1420,403,267,694,56,47,18F Website,18f.gsa.gov
Reactive-Extensions,RxJS,754,421,85,172,76,47,Reactive-Extensions,""
Sitefinity,feather-widgets+feather,3875,385,748,1883,859,45,Sitefinity,""
divio,django-cms,1046,619,139,167,121,45,divio,""
idris-lang,Idris-dev,1291,750,179,223,139,45,idris-lang,""
cleanflight,cleanflight,4312,3674,203,227,208,44,cleanflight,""
DarkstarProject,darkstar,2092,1195,261,438,198,44,DarkstarProject,""
adobe,brackets,3369,2547,142,275,405,43,adobe,""
CiscoCloud,microservices-infrastructure,2206,1075,270,686,175,42,CiscoCloud,""
meteor,meteor,3561,2529,102,453,477,42,Meteor,meteor.com
OpenRA,OpenRA,5309,4118,461,411,319,41,OpenRA,""
mapbox,mapbox-gl-native+mapbox-gl-js,4845,2665,337,1276,567,41,Mapbox,mapbox.com
openframeworks,openFrameworks,2174,1590,168,269,147,40,openframeworks,""
akkadotnet,akka.net,1792,1267,216,177,132,40,akkadotnet,""
bundler,bundler,1516,1079,98,199,140,40,bundler,""
phoenixframework,phoenix,1036,657,121,136,122,40,phoenixframework,""
react-bootstrap,react-bootstrap,3170,2275,262,439,194,40,react-bootstrap,""
Dolibarr,dolibarr,2105,727,387,755,236,39,Dolibarr,""
sympy,sympy,2889,2343,224,161,161,39,sympy,""
libretro,RetroArch,3767,479,248,2957,83,39,libretro,libretro.com
hazelcast,hazelcast,4070,2468,434,868,300,39,hazelcast,""
deis,deis,3438,2740,237,191,270,39,deis,""
Metaswitch,calico+calico-docker,3730,1834,379,1318,199,39,Metaswitch,""
nodejs,io.js,3387,3004,155,108,120,39,Node.js,nodejs.org
jscs-dev,node-jscs,1654,1292,98,137,127,38,jscs-dev,""
arduino,Arduino,3722,2740,126,355,501,38,arduino,""
influxdb,influxdb,4652,2828,355,914,555,38,InfluxDB,influxdata.com
OrchardCMS,Orchard,1584,979,105,268,232,38,OrchardCMS,""
pantheon-systems,documentation,1123,450,168,445,60,38,pantheon-systems,""
silverstripe,silverstripe-framework,1348,950,215,102,81,38,silverstripe,""
minetest,minetest,2247,1767,105,221,154,38,minetest,""
BVLC,caffe,2396,1852,152,83,309,38,BVLC,""
SeleniumHQ,selenium,1555,978,107,226,244,37,SeleniumHQ,""
dropwizard,dropwizard,898,545,124,161,68,37,dropwizard,""
neo4j,neo4j,2274,915,491,753,115,37,neo4j,""
mantidproject,mantid,3447,807,513,1977,150,36,Mantid,mantidproject.org
pydata,pandas,3382,2614,302,102,364,36,pydata,""
kivy,kivy,1067,592,122,188,165,36,kivy,""
coreos,etcd+rkt,3253,2182,362,384,325,36,CoreOS,coreos.com
magefree,mage,1196,321,84,660,131,36,magefree,""
libgdx,libgdx,1394,927,93,201,173,35,libgdx,""
google,protobuf,1288,799,162,185,142,35,Google Protocol Buffers,developers.google.com/protocol-buffers
neovim,neovim,4899,4131,326,151,291,35,neovim,""
KeenSoftwareHouse,SpaceEngineers,1780,1342,236,106,96,35,KeenSoftwareHouse,""
jruby,jruby,3104,1315,76,1451,262,35,jruby,""
TryGhost,Ghost,1793,1163,225,204,201,35,TryGhost,""
bolt,bolt,2224,1320,308,421,175,35,bolt,""
HabitRPG,habitrpg,4435,3324,218,522,371,34,HabitRPG,""
DataDog,dd-agent,1797,524,201,1010,62,34,DataDog,""
pantsbuild,pants,1203,437,332,350,84,34,pantsbuild,""
spring-projects,spring-boot,2380,1513,156,305,406,34,spring-projects,""
Microsoft,TypeScript,6357,4653,284,626,794,34,TypeScript,typescriptlang.org
Baystation12,Baystation12,5410,3374,805,683,548,34,Baystation12,baystation12.net
mc-server,MCServer,2693,1870,209,418,196,34,mc-server,""
cakephp,cakephp,3223,2250,267,338,368,34,CakePHP,cakephp.org
twbs,bootstrap,2755,2053,162,172,368,34,twbs,""
docker,machine,3049,2422,211,173,243,34,docker,""
yiisoft,yii2,4416,3200,357,163,696,34,yiisoft,""
google,WebFundamentals,851,211,87,432,121,33,Google WebFundamentals,developers.google.com/web/fundamentals
videojs,video.js+videojs-contrib-hls,2251,1574,173,246,258,33,videojs,""
codemirror,CodeMirror,833,523,75,123,112,33,codemirror,""
joyent,node,2674,2183,133,70,288,33,joyent,""
scrapy,scrapy,1124,738,120,171,95,33,scrapy,""
RIOT-OS,RIOT,4082,3471,344,203,64,33,RIOT-OS,""
dotnet,orleans,1772,1084,204,391,93,33,Microsoft Orleans,dotnet.github.io/orleans
octobercms,october,922,479,94,228,121,33,octobercms,""
realm,realm-java+realm-cocoa,3995,2667,172,727,429,32,Realm,realm.io
MongoEngine,mongoengine,1034,840,71,59,64,32,MongoEngine,""
Theano,Theano,1431,1003,175,123,130,32,Theano,""
keystonejs,keystone,1340,891,68,205,176,32,keystonejs,""
boto,boto,762,527,97,42,96,32,boto,""
uber,tchannel,3149,1064,470,1536,79,31,uber,""
wordpress-mobile,WordPress-iOS+WordPress-Android,5031,2078,503,1969,481,31,WordPress-mobile,make.wordpress.org/mobile
torchbox,wagtail,1628,983,174,303,168,31,torchbox,""
