org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors
rkt,rkt/stage1-xen,13,1,0,11,1,3,"Rajiv Ranganath,(null),Rajiv M Ranganath,Stefano Stabellini","53ed520df53498062638357ac33d4a6b0f46d216@atihita.com,(null),53ed520df53498062638357ac33d4a6b0f46d216@atihita.com,9544b95d34ae1db891f97d14750985597484f7b4@kernel.org"
rkt,rkt/rkt-builder,26,12,8,4,2,4,"Geoff Levand,Marek Ruszczyk,(null),Shashwat shagun","ca716aef551bc0b362ea850522c922a29ec863e1@infradead.org,c26dc714fab83a82987d336f1197f7bf2af13c60@blablacar.com,(null),b4a5ea001e047040e8c9075b67a268293138da2c@shashwat.tech"
rkt,rkt/rkt,1688,1022,300,128,238,45,"(null),Jason Wieringa,David Michael,Casey Callendrello,Shengjing Zhu,Chris Aniszczyk,Zac Medico,root,Marek Ruszczyk,Steve Phillips,Simon Guest,Radhika Puthiyetath,Raees Iqbal,Davor Kapsa,Yakau Bubnou,Fox Wilson,Gonçalo Ribeiro,Vincent Batts,JulienBalestra,samm81,Michal Rostecki,Stefan Junker,Serghei Anicheev,Iago López Galeiras,Mark Petrovic,Tino Rusch,Casey Callendrello,Euan Kemp,Julien Balestra,dungeonmaster18,pppKin,Luca Bruno,Cel A. Skeggs,Dongsu Park,Brian 'Redbeard' Harrington,Geoff Levand,Benjamin Gilbert,Patrick Browne,Piotr Skamruk,Fabio Kung,Fabio Kung,Alban Crequy,Tino Rusch,Jonathan Boulle,Luca Bruno,Brad Ison","(null),158e602a35675d2a0b685478824aa5995557a235@wieringa.co,824593e020de1c43bbf90ef0fec97a42f2b32aa0@coreos.com,a3964c5459ecfeee08216e4c2bc736cc7fa242ef@coreos.com,20c9ad801dcd325d64175857c60044bb4e617492@zhsj.me,dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com,8b2baf74de610e5b5dc54f5e0f8549452323d691@gmail.com,1493ab769cd4449d5066ca81f2839e9ee15affcb@gmail.com,c26dc714fab83a82987d336f1197f7bf2af13c60@blablacar.com,5eb4f8ae09d1b5661f1add989b1c3fabe443bd83@tryingtobeawesome.com,9f36e2f3e283aee57c3f611b330b3945268751c5@tesujimath.org,0bedc3069c120edeab2e84cef57ae006b70542f4@coreos.com,9802c44285d64386383a25f5e90bbdfece9aaa7f@gmail.com,9a2a4a80590de515cb208d6fdb255838e20a3f4d@gmail.com,73dc53cd51812d374b7be5337f4f71bbacaadf75@infoblox.com,266c2e55aac3a33aec3abfed1d4c0dfb720b7be1@gmail.com,4653c1d9f03c4527d382d4a1bbb607a5ef1d5e36@yahoo.co.uk,b9e36e73a9bb26ee6b8265d990325be90870c35b@hashbangbash.com,307d213fb6aee3de547de1d6c9fe36e1e5c980a4@gmail.com,34b49be978469f5de625af05cd1a02a85a230a8f@gmail.com,16ee31d476a95706a2bc24c59eb2c184f071e0c3@kinvolk.io,3b8e10480754ba93523db5dc4626a5f001e54bb7@stefanjunker.de,a85425d4927c30731cc2627f046e1c0daea664a4@nemo.ai,cf72ad97863626af7676324730cc83a378a949bb@kinvolk.io,f93f32fee20f4596f5ea5f746bf114baf6571be3@gmail.com,f8f9b65d868ee75cf0a199c467fe1eced885eaff@gmail.com,da8e24e9cabbe067eabdf4f56b495e6845666a7e@coreos.com,b0ea0af4117f9c515195c7fd2c06416cb7fe2bf7@coreos.com,307d213fb6aee3de547de1d6c9fe36e1e5c980a4@gmail.com,f929f114cbac48b0002d3c6b6ad81366484aa799@gmail.com,bf5404be83d8b5c1d51b918f6817b21a9f78597b@outlook.com,7925292f2eee02c7ef85ee694fe1d79e595dbe30@debian.org,4547b99dbf86697fd0f87c88f6a0dcdac9bba8f1@mit.edu,05027982863758b025583251fb48dd2be12881c1@kinvolk.io,458f7957c428fdac3b1669625d880a7cb4a62379@dead-city.org,ca716aef551bc0b362ea850522c922a29ec863e1@infradead.org,bd7a794522a00526c23055fc39fbe3fc08f50b8e@coreos.com,a7df27d29e5f7af3f0421585a2248558b850e4c7@gmail.com,64fc5f7a848a641bd2cf9f53c78bf3c22873a51a@mirantis.com,54e64fee4667f7eaffaf385b4ada4db8de811f01@netflix.com,c55afc7acd124075ca59759b3fd232fb494b0d2c@gmail.com,ff9246c2a158738ebee153723a18902ac72580a6@kinvolk.io,f8f9b65d868ee75cf0a199c467fe1eced885eaff@webvariants.de,03dbbf8948330b12b57aa5f91b95e27b41a0b167@gmail.com,4e4c221e581523711e68b9c4bbb3d59af90fbf5a@coreos.com,d6787fe400fe71e4873678339bd63c40b2176d32@coreos.com"
cncf,cncf/cla,5,3,0,0,2,1,(null),(null)
cncf,cncf/servicedesk,3,0,0,3,0,1,Chris Aniszczyk,dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com
cncf,cncf/draft-wg-serverless,1,0,0,1,0,1,Chris Aniszczyk,dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com
cncf,cncf/gha2pg,36,1,0,33,2,2,"(null),Lukasz Gryglicki","(null),45692ab76fec20a1f6e01d87756104363138f485@o2.pl"
cncf,cncf/foundation,15,12,0,2,1,2,"Chris Aniszczyk,(null)","dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com,(null)"
cncf,cncf/contribute,12,8,3,1,0,2,"Ihor Dvoretskyi,(null)","c106458e9250d900f99cad2a80974bf211dcbcd4@linux.com,(null)"
cncf,cncf/enduser,3,1,0,1,1,2,"(null),Chris Aniszczyk","(null),dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com"
