org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors
LibreOffice,LibreOffice/online,1680,0,5,1675,0,27,"Pranav Kant,Miklos Vajna,Michael Meeks,Cor Nouws,Aditya Dewan,Emre Öztürk,Rene Engelhard,Katarina Behrens,Andras Timar,(null),Christian Lohmaier,Marco Cecchetti,Tamas Bunth,Rene Engelhard,Christian Glombek,Jan Holesovsky,Aron Budea,Adolfo Jayme Barrientos,Fabian Jucker,YiiChang Yen,Tor Lillqvist,Marco Viscido,Henry Castro,Ashod Nakashian,Aditya Dewan,László Németh,Samuel Mehrbrodt,ozturkemre","5e19310fda6f9f92b0a6d0b5e8374b2eaa134f18@collabora.co.uk,46d22af2e51772639f8eb47345a095e41a2510c5@collabora.co.uk,9e14d4a0fd018dad3a8edfc9e338221690a094de@collabora.com,e8aa7c77bb88fb3913751083d76dd1720467a83d@nouenoff.nl,5b7792d17ca4abb5c6867725c4e1f65d17ee2f63@collabora.co.uk,840078e446df5d95858dbcde7b90e8943adbdade@gmail.com,84b87966d77585901da1fbf9834ba59221fca1e0@rene-engelhard.de,7ee5b3d6413cdfdf9097b7b243171b149bb266e0@cib.de,0f129317af0a27cf12182c909abb728547927a45@collabora.com,(null),c03c90d53d73235d426fcd5454e435e83a5b9d6f@googlemail.com,b9da93ac1be314be4842fde05063c4a9022fad30@collabora.com,a3c750d057f0d3e07bfe5951294177f9592bdc49@collabora.co.uk,84b87966d77585901da1fbf9834ba59221fca1e0@debian.org,e675b60be7fd24f746a3ba243e0aeb9fd2a1ac20@rwth-aachen.de,8004d52f945718e2e6947fba153ed7253e5e4821@collabora.com,bbc86a9f220003985cd1cf838250a1bb5a4592a6@collabora.com,89f1b4074476f689ad382892a4e89998a5337859@ubuntu.com,4e14dfe94b714e5e4177419c346d3b06da14eb6f@gyselroth.com,b0ea9fb1c5955717e6798e6c784153d8d59650df@gmail.com,ae303f41c5ac2ba1600308e18e33328cc4c59a4b@collabora.com,6bb155fd4bbe7d15b591e418d9b49a08105d9d7b@gmail.com,45b7da1af4a996780914572e47d3fc3f68365c07@collabora.com,8bf0f6dc59613b8e1cc698acc1598c13bfe25af4@collabora.co.uk,e1379bae2384b3940bb9a3d13738080cfa0590bc@iiita.ac.in,3218ef8199d7e7e4b1c6308f512316106796a030@collabora.com,5fc0ac115f10f78bd586059986aff8b3ce70cdb1@cib.de,840078e446df5d95858dbcde7b90e8943adbdade@gmail.com"
LibreOffice,LibreOffice/translations,118,0,0,118,0,4,"Caolán McNamara,Andras Timar,Christian Lohmaier,Stephan Bergmann","97352f75ecc2c853b1d76dcbc90461be2c8389b7@redhat.com,0f129317af0a27cf12182c909abb728547927a45@collabora.com,c03c90d53d73235d426fcd5454e435e83a5b9d6f@googlemail.com,c87ab617cb2540cc2948ebe9984240e89c183b48@redhat.com"
LibreOffice,LibreOffice/libvisio,55,0,0,55,0,2,"Miklos Vajna,David Tardon","46d22af2e51772639f8eb47345a095e41a2510c5@collabora.co.uk,caf331bc409d412e403771e3268150c285ff371e@redhat.com"
LibreOffice,LibreOffice/libmspub,40,0,0,40,0,4,"David Tardon,Fridrich Štrba,Julien Nabet,Miklos Vajna","caf331bc409d412e403771e3268150c285ff371e@redhat.com,b649a465c986f44b9e0738ad7387e0c6b766f3de@bluewin.ch,a3c31b84581bfebb2621dd8cb60e23a23ce79644@yahoo.fr,46d22af2e51772639f8eb47345a095e41a2510c5@collabora.co.uk"
LibreOffice,LibreOffice/libetonyek,40,0,0,40,0,7,"David Tardon,Miklos Vajna,Caolán McNamara,osnola,Fridrich Štrba,Julien Nabet,Mike Kaganski","caf331bc409d412e403771e3268150c285ff371e@redhat.com,46d22af2e51772639f8eb47345a095e41a2510c5@collabora.co.uk,97352f75ecc2c853b1d76dcbc90461be2c8389b7@redhat.com,91efdd846ec619fbed82da0842b5315f9cc39804@loria.fr,b649a465c986f44b9e0738ad7387e0c6b766f3de@bluewin.ch,a3c31b84581bfebb2621dd8cb60e23a23ce79644@yahoo.fr,1e8a06915aa27cc55f99f4bad87e9b30f4a21d97@collabora.com"
LibreOffice,LibreOffice/libabw,36,0,0,36,0,4,"Fridrich Štrba,osnola,Miklos Vajna,David Tardon","b649a465c986f44b9e0738ad7387e0c6b766f3de@bluewin.ch,0c5c4840553ec6bf780f30e39208117216310d06@gmail.com,46d22af2e51772639f8eb47345a095e41a2510c5@collabora.co.uk,caf331bc409d412e403771e3268150c285ff371e@redhat.com"
LibreOffice,LibreOffice/libcdr,32,0,0,32,0,3,"Fridrich Štrba,Miklos Vajna,David Tardon","b649a465c986f44b9e0738ad7387e0c6b766f3de@bluewin.ch,46d22af2e51772639f8eb47345a095e41a2510c5@collabora.co.uk,caf331bc409d412e403771e3268150c285ff371e@redhat.com"
LibreOffice,LibreOffice/libfreehand,21,0,1,20,0,4,"David Tardon,Miklos Vajna,osnola,(null)","caf331bc409d412e403771e3268150c285ff371e@redhat.com,46d22af2e51772639f8eb47345a095e41a2510c5@collabora.co.uk,91efdd846ec619fbed82da0842b5315f9cc39804@loria.fr,(null)"
LibreOffice,LibreOffice/impress_remote,8,0,0,8,0,3,"Rostislav Kondratenko,Andrzej Hunt,Gulsah Kose","3bebe335887916374340537c42affb369841d54f@wwpass.com,2fca195c18ac4d0ef856cdcada60b1459e396e05@ahunt.org,6a7c6f093a82b245146fd55cb1d1401af8fb818d@gmail.com"
LibreOffice,LibreOffice/help,485,1,1,483,0,28,"Ilmari Lauhakangas,Mike Kaganski,Laurent BP,Adolfo Jayme Barrientos,László Németh,Sanjaykumar Girishkumar Patel,(null),Shinnok,Buovjaga,David Tardon,tagezi,Stanislav Horacek,Caolán McNamara,gabrielchiquini,Gabriel Chiquini,Olivier Hallot,Eike Rathke,Muhammet Kara,Miklos Vajna,Andrea Gelmini,Johnny_M,liongold,Michael Stahl,Dmitri Kharchev,Christian Lohmaier,Andras Timar,Laurent Balland-Poirier,Stephan Bergmann,Catherine Vance,Gabor Kelemen,Katarina Behrens","9c2d7b1fbd841d8b65a571795522fbbdea406d03@libreoffice.org,1e8a06915aa27cc55f99f4bad87e9b30f4a21d97@collabora.com,1849e8e09d231570eac224bb21d27f36ecd9cbd4@laposte.net,89f1b4074476f689ad382892a4e89998a5337859@ubuntu.com,131058eb0d3a0391588dc75c2a7b885b71c17ecc@numbertext.org,7590a5cebf364af30b75a7cca1f1e4f89f6a093d@live.mdx.ac.uk,(null),7b2e9f54cdff413fcde01f330af6896c3cd7e6cd@shinnok.com,9c2d7b1fbd841d8b65a571795522fbbdea406d03@libreoffice.org,caf331bc409d412e403771e3268150c285ff371e@redhat.com,952e4ba2482b4ac39b916609ff50a4009bece8f8@gmail.com,d5f5ad6aba933086a633749cbcc40dd59b3217ca@gmail.com,97352f75ecc2c853b1d76dcbc90461be2c8389b7@redhat.com,ca01ec5e0686ec8c3e1e1a6cbdeab3f2567c8250@hotmail.com,ca01ec5e0686ec8c3e1e1a6cbdeab3f2567c8250@hotmail.com,1bf490214c5f65a00a6355c007cea8dba2876faa@libreoffice.org,d0c1cf39dad1ba3ef847d900ec61ef0486e851d5@redhat.com,3cdc3bf16694dce57cf69a6475b2a2e60a126e7e@pardus.org.tr,46d22af2e51772639f8eb47345a095e41a2510c5@collabora.co.uk,4c24ab01f7d4f8d3ef17034b07df320722b63db8@gelma.net,16a473d328fabf3d4874f9c19e407c1519411cd2@partyheld.de,c6274018dd59d695fd7e6f45a7e43e1d8f34e659@gmail.com,594516f109b9737447a58d90c4ad7609da56606f@redhat.com,b87ea2c2ba2a244a8e0662df1eff4264d210e8b6@mail.ru,c03c90d53d73235d426fcd5454e435e83a5b9d6f@googlemail.com,0f129317af0a27cf12182c909abb728547927a45@collabora.com,1849e8e09d231570eac224bb21d27f36ecd9cbd4@laposte.net,c87ab617cb2540cc2948ebe9984240e89c183b48@redhat.com,8c5b0ef0d4057daecc37c19d67277517dbee99cc@gmail.com,87deca2f29d33de7a1b8c9acab55ab716990ea37@gnome.hu,7ee5b3d6413cdfdf9097b7b243171b149bb266e0@cib.de"
