org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors
cloudfoundry,cloudfoundry/grootfs,335,7,5,322,1,30,"Tiago Scolari,claudia,Claudia Beresford,Danail Branekov,Georgi Sabev,George Lestaris,Joshua Carp,Tiago Scolari,Will Pragnell,Tom Godkin,Tom Godkin,Claudia,Julia Nedialkova,Craig Furman,Craig Furman,Danail Branekov,Topher Bullock,Will Martin,Georgi Sabev,Oliver Stenbom,Will Martin,Georgi Sabev,Danail Branekov,Ed King,(null),Georgi Sabev,CF Garden,Gareth Clay,Tom Godkin,Ed King,Tom,Tiago Scolari","46e50ee4e4fb7f550389eb2e4a09faecea7c0e3f@pivotal.io,d099b6b6db949b211fd038593ef24b5ad5ab9eae@pivotal.io,d099b6b6db949b211fd038593ef24b5ad5ab9eae@pivotal.io,6b2f50d2c85162601ef2a66b26b18bb52b3fe302@sap.com,9140d8cbd8e551c37f096e9424ee5b37fa3adbf5@gmail.comm,6f910bf5d5bedf6c9e2f8150752b42593585c67a@gmail.com,3d0aa3dd908ea27db0148237f21b6b955b05fbef@gmail.com,b4a5ea001e047040e8c9075b67a268293138da2c@tscolari.me,7f066d9ea8190a69933c185b7d03907e8b3230d8@pivotal.io,0dc25da8cad673359e32905ead5094babbd3974f@gmail.com,891065477085d2c72591451bb326b2b4358b6dfb@pivotal.io,2c754bcb9abdb761e469d7ff6c14270531b8933d@users.noreply.github.com,4f1efab9d9101b84cfff32f0de1c6867f0f7a734@hotmail.com,eb2ea5e0182cdbd66115053b52646aaa2b8c63f5@pivotal.io,8b5bbc207ed9ad5b1bad9220204073be91fdcb6b@gmail.com,43f82d874965b9fe2876a1a864fffde1e64d6143@gmail.com,32037ea199136c75b36c30d15402bbc9c51a4890@pivotal.io,9c35c700d580163e024ea0f314140dbb6ef9e1ac@pivotal.io,9140d8cbd8e551c37f096e9424ee5b37fa3adbf5@gmail.com,887431a72390788bfd0b2c985b8a03965a0d621a@pivotal.io,a282f971d6de8c73fc78ac78e91014b6b245c9dd@pivotal.io,f8f51bc432c43e107ab69e419a3a4693fc04c41a@gmail.com,998cb127f16bd9dc7c588a803d70d3e0e5ee4107@gmail.com,cb0ef010d3b7764b76e01d19f7526ae755120a2b@pivotal.io,(null),cd7643e50243a10153b49cb72b4bdbf8b48cb045@gmail.com,c0f6bfc35903883f88740143b66ad1423a056302@pivotal.io,42b9fa2fd12b987d9d26052e39cd87e304e2b91f@pivotal.io,86f205c4798eb5b5915c9fca2bf91cfe0f909b67@pivotal.io,1008e0e7dd04a974f50a3f43099356606c72fa41@pivotal.io,c0f6bfc35903883f88740143b66ad1423a056302@pivotal.io,46e50ee4e4fb7f550389eb2e4a09faecea7c0e3f@gmail.com"
cloudfoundry,cloudfoundry/route-emitter,91,7,7,76,1,24,"Stephane Jolicoeur,Anoop Gopalakrishnan,Joachim Valdez,Danny Cao,Diego,Charles Hansen,Charlie Vieth,Will Pragnell,John Shahid,Charlie Vieth,Nima Kaviani,Aaron Hurley,(null),Edwin Xie,Caroline Taymor,Swetha Repakula,Angela Chin,Danny Cao,Edwin Xie,Nima Kaviani,John Shahid,Chris Piraino,Brandon Shroyer,Stephane Jolicoeur","b4a2d55ad292b72211c27b2bf8973d7b88b9f45f@pivotal.io,9b42b5196c3cbe8d597e02eb7e5cdb937edb1372@pivotal.io,ad455e50a70625dd849a889d9cead579cddd1ccb@us.ibm.com,5ffc8b7cff3b9f2acb630fd157ff837ced3278ae@us.ibm.com,d8d36ca4a8d280a34d7238803d084fda65f83c2c@pivotal.io,ec187c414cd9d7eea9fa51cf7d29a5bb2a12212e@pivotal.io,d017265febd1634515cfdc8c1b0768052e46302d@pivotal.io,7f066d9ea8190a69933c185b7d03907e8b3230d8@pivotal.io,d5f6a919b5b5e6a4f7f09f1adf45e90e5c38b58e@gmail.com,a056cc063a65c22c2bffc8e1facdc5da565d9dd1@gmail.com,0ebde517669f70c2aec92dc89d4950413b825ec0@us.ibm.com,2a21db5380c03c9fd7260e1cd30c48919e655c0f@pivotal.io,(null),9d7dee6594093c589b2c659fbf027a31b7d03cee@pivotal.io,6f9852719bc3ff589a447959628f2df04a794dc4@pivotal.io,17ddb88d683b804d5bd824dc26d00aeb86e95ba0@us.ibm.com,e8b3862880608a360d5fd6c9afe2dcbdb84c661f@pivotal.io,89db9b7c780af278b981c6703e261df269e3feb3@us.ibm.com,6bc24e9c160281972837d9e13287696d26612564@pivotal.io,e436148a28fef5436e2a6422b45e024cafda6e3f@us.ibm.com,89f31d9fe9cf6ca4442bb389c5ff46bcfe59aa21@gmail.com,0991817fb8514e844ab71e9f7706d7b26f315716@pivotal.io,b487ee1b573b5252f9334c847aa5fe8dffe4962d@pivotal.io,cd2742f5f5d6c8654adbc4b36f13fda4256e0aed@pivotal.io"
cloudfoundry,cloudfoundry/groot,104,13,9,81,1,22,"Sunjay Bhatia,Tiago Scolari,Sam Smith,Will Martin,Georgi Sabev,Ed King,Amin Jamali,Claudia Beresford,Will Martin,Chris Clark,viovanov,Hannes Hoerl,Craig Furman,Craig Furman,(null),Tom Godkin,Julia Nedialkova,Danail Branekov,Claudia Beresford,Danail Branekov,Ed King,Andrew Keesler","e63887dfbad899b0936de14d3d5ea192e3ec0552@pivotal.io,46e50ee4e4fb7f550389eb2e4a09faecea7c0e3f@pivotal.io,6d7b51cec443b81e7e2d33b6a6f156036e7df9e6@gmail.com,9c35c700d580163e024ea0f314140dbb6ef9e1ac@pivotal.io,9140d8cbd8e551c37f096e9424ee5b37fa3adbf5@gmail.com,cb0ef010d3b7764b76e01d19f7526ae755120a2b@pivotal.io,340ef966577710a05d217a18077cc96eba9a96bd@pivotal.io,80d58ba8cbfbf831cfa674a754c8439fd7d2f06e@pivotal.io,a282f971d6de8c73fc78ac78e91014b6b245c9dd@pivotal.io,af782b55e339264322c6f9c39e5b37fd181ed842@cloudfoundry.org,72f0114f787e6dd8786c4a7a63553813b145c127@suse.com,6a8aa528e29f58f5f38533af12a03c8b03522739@pivotal.io,8b5bbc207ed9ad5b1bad9220204073be91fdcb6b@gmail.com,eb2ea5e0182cdbd66115053b52646aaa2b8c63f5@pivotal.io,(null),86f205c4798eb5b5915c9fca2bf91cfe0f909b67@pivotal.io,4f1efab9d9101b84cfff32f0de1c6867f0f7a734@hotmail.com,998cb127f16bd9dc7c588a803d70d3e0e5ee4107@gmail.com,d099b6b6db949b211fd038593ef24b5ad5ab9eae@pivotal.io,43f82d874965b9fe2876a1a864fffde1e64d6143@gmail.com,1008e0e7dd04a974f50a3f43099356606c72fa41@pivotal.io,98ef2269084fde9537bb5c6eccab83dd489ddd07@pivotal.io"
cloudfoundry,cloudfoundry/garden-shed,45,2,2,40,1,19,"Danail Branekov,Will Martin,(null),Claudia Beresford,Tom Godkin,Gareth Clay,Tiago Scolari,Roberto Jimenez Sanchez,Ed King,Hannes Hoerl,Craig Furman,Oliver Stenbom,Julia Nedialkova,Georgi Sabev,Georgi Sabev,Claudia Beresford,Tom Godkin,Tom Godkin,Ed King","998cb127f16bd9dc7c588a803d70d3e0e5ee4107@gmail.com,a282f971d6de8c73fc78ac78e91014b6b245c9dd@pivotal.io,(null),d099b6b6db949b211fd038593ef24b5ad5ab9eae@pivotal.io,891065477085d2c72591451bb326b2b4358b6dfb@pivotal.io,42b9fa2fd12b987d9d26052e39cd87e304e2b91f@pivotal.io,46e50ee4e4fb7f550389eb2e4a09faecea7c0e3f@pivotal.io,734d34be753911476a40f248bc5e4dce01499ce0@gmail.com,cb0ef010d3b7764b76e01d19f7526ae755120a2b@pivotal.io,6a8aa528e29f58f5f38533af12a03c8b03522739@pivotal.io,8b5bbc207ed9ad5b1bad9220204073be91fdcb6b@gmail.com,887431a72390788bfd0b2c985b8a03965a0d621a@pivotal.io,7434cf6db6c17ad5b6ef614abe065a9cda1d30c1@hotmail.com,9140d8cbd8e551c37f096e9424ee5b37fa3adbf5@gmail.com,cd7643e50243a10153b49cb72b4bdbf8b48cb045@gmail.com,80d58ba8cbfbf831cfa674a754c8439fd7d2f06e@pivotal.io,0dc25da8cad673359e32905ead5094babbd3974f@gmail.com,86f205c4798eb5b5915c9fca2bf91cfe0f909b67@pivotal.io,1008e0e7dd04a974f50a3f43099356606c72fa41@pivotal.io"
cloudfoundry,cloudfoundry/garden,58,12,2,43,1,18,"Roberto Jimenez Sanchez,Andy Liu,Claudia Beresford,Craig Furman,Danail Branekov,Danail Branekov,Craig Furman,Julia Nedialkova,Danail Branekov,Tiago Scolari,Julia Nedialkova,Ed King,(null),Claudia Beresford,Will Martin,Georgi Sabev,Tom Godkin,Georgi Sabev","734d34be753911476a40f248bc5e4dce01499ce0@gmail.com,49b0a2b9102199f35a33119e1ab6f0d00aa8ce59@outlook.com,80d58ba8cbfbf831cfa674a754c8439fd7d2f06e@pivotal.io,8b5bbc207ed9ad5b1bad9220204073be91fdcb6b@gmail.com,43f82d874965b9fe2876a1a864fffde1e64d6143@gmail.com,6b2f50d2c85162601ef2a66b26b18bb52b3fe302@sap.com,eb2ea5e0182cdbd66115053b52646aaa2b8c63f5@pivotal.io,7434cf6db6c17ad5b6ef614abe065a9cda1d30c1@hotmail.com,998cb127f16bd9dc7c588a803d70d3e0e5ee4107@gmail.com,46e50ee4e4fb7f550389eb2e4a09faecea7c0e3f@pivotal.io,4f1efab9d9101b84cfff32f0de1c6867f0f7a734@hotmail.com,1008e0e7dd04a974f50a3f43099356606c72fa41@pivotal.io,(null),d099b6b6db949b211fd038593ef24b5ad5ab9eae@pivotal.io,a282f971d6de8c73fc78ac78e91014b6b245c9dd@pivotal.io,9140d8cbd8e551c37f096e9424ee5b37fa3adbf5@gmail.com,86f205c4798eb5b5915c9fca2bf91cfe0f909b67@pivotal.io,cd7643e50243a10153b49cb72b4bdbf8b48cb045@gmail.com"
cloudfoundry,cloudfoundry/uaa-singular,66,6,2,57,1,16,"Chris Clark,Tian Wang,Bruce Ricard,Pivotal,root,Jaskanwal Pawar,Jennifer Hamon,Peter Chen,(null),UAA Identity Bot,Tian Wang,root,Bruce Ricard,Jennifer Hamon,Dennis Leon,cf-identity,Mikhail Vyshegorodtsev","af782b55e339264322c6f9c39e5b37fd181ed842@cloudfoundry.org,f91cb3fe46f08c623778db80a23c35eccea3ac6a@berkeley.edu,f229c9acfbb228cadfef795aae60f1b4e4eb1e71@gmail.com,67f528b6a0cff77f69d30535f7530503b9585c20@miles.sf.pivotallabs.com,67b57dc24a2be504048943ac460ffb744d009749@pivotal.io,e56a3038713e1d6b725b0f7520526df492b1fb4a@pivotal.io,94e0d8907c9ea330f9a74089b0aab2d288ea9adb@pivotal.io,d31caead4d255353962301ee618de9f463d7ac9b@pivotal.io,(null),973a8efcfd459b5c89b28c957f6e52d7258b7977@pivotal.io,44d95e54edb2f5b3c4506520a1573e1fdac78fe4@berkeley.edu,36dcc0bced531b9e2c8a89eeb177a7578ff4625c@pivotal.io,a654a0958b68f4302a4a9e85009637d7fed36fa2@pivotal.io,f1c0856c1ba0948748ebcf4a82dfabc021a1a07f@pivotal.io,6db65a38be62f46e8de7868eec170b50490f86e4@pivotal.io,36dcc0bced531b9e2c8a89eeb177a7578ff4625c@pivotal.io,6fa7027a8e83ca56195cf18475bf644d48fe8602@inbox.ru"
cloudfoundry,cloudfoundry/cats-concourse-task,25,5,3,16,1,13,"Iryna Shustava,Joshua Aresty,Chris Clark,Heather Farley,Steve Taylor,Matt Royal,Spencer Hawley,David Sabeti,(null),Hector Rivas Gandara,Chunyi Lyu,Alex Melnik,Jesse Alford","7dd6ca203f6b57641972cfd38f5338a337c8aa10@pivotal.io,9fbbbe0ed020456b1425185d1de170e5f2ce3fcd@emc.com,af782b55e339264322c6f9c39e5b37fd181ed842@cloudfoundry.org,09eed28ca21c9847209b5631cf81d5f6139727a0@gmail.com,c50f1972450733ea16de6bcd02e60a8cc94b1313@pivotal.io,fc0dcf158fed03bb102a100e8f9a05b708f86069@pivotal.io,712ac3864118d8c533e1de55a76c76883eddb9f2@pivotal.io,0ccc837072d8b6fc6873a2be0f8b688639ffbd67@pivotal.io,(null),7b7e5985d0d5e042df62f31a43aa47b3c2b7c938@gmail.com,0223cfd3a8f8bb1fdd0f67e85e4a66892ac135bb@pivotal.io,03496babecd2f27656277f4e7ca81de32cc73175@suse.com,248bfad60a178851d8f5855ff6dc817af4033067@pivotal.io"
cloudfoundry,cloudfoundry/nginx-buildpack,45,2,1,41,1,13,"Dave Goddard,(null),CF Buildpacks Team CI Server,Andrew Meyer,ssisil,Jackson Feeny,Jackson Feeny,Leah Hanson,Tyler Phelan,PCF Security Enablement,Sam Coward,Leah Hanson,Andrew Meyer","b4cea4bb99b2bfe98580e8a1404151e1fa946999@goddard.id.au,(null),241ecda75f596d9497e0ac9ce84983f83b3feb5f@pivotal.io,ce23ed656a352be5819d02ca3754580fc2714f1c@pivotal.io,375ef0cfc06c866ee7cf72195da804d17d1819d0@pivotal.io,8c246bd931a43e06e534b9cc161acc478c56bb18@gmail.com,c36636f229e2e0887bbecb5e06d5626818aed501@gmail.com,ba1940ea10f8abc9aa9a052b73ba72dcd170c474@pivotal.io,5713437ebd3bcae14564c2baaa7816b900ed174c@pivotal.io,56e3f910219bee45cdad0cb2364614990367c814@pivotal.io,f2d9ddb83d985bcf331a113cd487aeceb5e618e4@pivotal.io,59915d4d5a651c1df4fd522b917423b47c84f68b@pivotal.io,8f92422f5861fc9f31873f75dd770facd670512b@pivotal.io"
cloudfoundry,cloudfoundry/vizzini,38,2,1,34,1,13,"(null),Charlie Vieth,Will Pragnell,Danny Cao,John Shahid,Brandon Shroyer,bot,Stephane Jolicoeur,Chris Piraino,Tiago Scolari,Nima Kaviani,Charlie Vieth,Stephane Jolicoeur","(null),d017265febd1634515cfdc8c1b0768052e46302d@pivotal.io,7f066d9ea8190a69933c185b7d03907e8b3230d8@pivotal.io,89db9b7c780af278b981c6703e261df269e3feb3@us.ibm.com,89f31d9fe9cf6ca4442bb389c5ff46bcfe59aa21@gmail.com,b487ee1b573b5252f9334c847aa5fe8dffe4962d@pivotal.io,d0869d18f7d2c675b404e5f845cb18f803c4ac2a@example.com,b4a2d55ad292b72211c27b2bf8973d7b88b9f45f@pivotal.io,0991817fb8514e844ab71e9f7706d7b26f315716@pivotal.io,46e50ee4e4fb7f550389eb2e4a09faecea7c0e3f@pivotal.io,e436148a28fef5436e2a6422b45e024cafda6e3f@us.ibm.com,ea3f0b85bda195c42ceb97da0f596f9d6d014e12@pivotal.io,cd2742f5f5d6c8654adbc4b36f13fda4256e0aed@pivotal.io"
cloudfoundry,cloudfoundry/docs-cf-cli,84,7,16,60,1,13,"Sebastian Vidrio,Chloe Hollingsworth,Chloe Hollingsworth,Anand Gaitonde,An Yu,(null),Severine Tymon,Miranda Limonczenko,Pivotal Publication Toolsmiths,Pivotal Publication Toolsmiths,Paul Spinrad,animatedmax,Dies Koper","1cb291c89ee8618879fa1cadd48ff8232556d9b7@gmail.com,8beb6cd5cca94915747904695225ee92918f8d35@pivotal.io,134ea8bf34fc4550f4601336504b9f53ba3d9f8c@users.noreply.github.com,53068674ce17ffc1f895b209f1a427e5819408f4@pivotal.io,56527b3bcb2c5afda3554269363d10212be29426@gmail.com,(null),e194682b6d04f09b1b3d56d70fb6d45c5efa5ae7@pivotal.io,a8ce717514674a9713ad6951f032c6124b0dccbf@pivotal.io,8f9943f25cf0ae73b72bdbd79d4a45d1ac7017b3@pivotal.io,1d6b1f5ea93dd11014bdbb68700aeb74848539eb@pivotal.io,36323dffaccf5cea803245ad7aee8cb2b39e356d@pivotal.io,8852752ce27a92734640e4101a2abc1c521adbe3@pivotal.io,7c6a1afedccf173242a890ddedac0ceece6a7371@fast.au.fujitsu.com"
