org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors
openSUSE,openSUSE/multipath-tools,152,0,0,152,0,13,"Hannes Reinecke,Xose Vazquez Perez,wei huang,Benjamin Marzinski,Bart Van Assche,(null),Xose Vazquez Perez,Guan Junxiong,Benjamin Marzinski,Martin Wilck,Martin Wilck,Christophe Varoqui,Guan Junxiong","c802d579f78de31b50f3cfc7051ff9bf41402746@suse.de,f034a341999e4dbbe6c894b7e01b531e7b6f53db@gmail.com,8422c49e5d00508b16ba03bb3f783cb6ba733a88@zte.com.cn,6b0cc3f70b3cc4298c6f98f9a6292b5ebe631572@redhat.com,b8a13ad2fc8473e67a34a68acf4216fb1fa3477b@wdc.com,(null),c15623706db156f3a523e4295d05276b45dba05d@gmail.com,fee8ad547e089636eca5f8e45afde41f69c03059@huawei.com,6ee559697c3995de8c281140fe70f098b06894fd@redhat.com,d1afdc4e01d062e453b88b51197a05696d87cef7@suse.com,ecd24381cda8f393ab0b98f76d1497cb855d02a9@suse.com,5c21d03011cb5f8d87d229e81ab0f3a15a2ac461@opensvc.com,bed9ac477f010e935acc0dd191ddff6aeddf3db9@huawei.com"
openSUSE,openSUSE/knapsack,120,0,0,120,0,1,Alberto Planas,808e4205f244751a990b3a7346a91d3cb5a6087e@gmail.com
openSUSE,openSUSE/u-boot,49,0,0,49,0,30,"Andre Przywara,Icenowy Zheng,Philipp Tomsich,Andreas Färber,Lukasz Majewski,Simon Glass,Neil Armstrong,Fabio Estevam,Marek Vasut,Philipp Tomsich,Jaehoon Chung,Guillaume GARDET,Jonathan Gray,Ezequiel Garcia,Stefano Babic,Ashish Kumar,Heinrich Schuchardt,Alexander Graf,Fabio Estevam,Marek Vasut,Heinrich Schuchardt,Hauke Mehrtens,Guillaume GARDET,Mario Six,Alexander Graf,Mian Yousaf Kaukab,Sriram Dash,Lothar Waßmann,Antony Antony,Guillaume GARDET","e18662054c872a726023dbfa4e7db0d5fee233cc@arm.com,64c40edd0dc04061a867cb569405127102951f02@aosc.io,16b450d03fd5fb9ae9cd9b00b81d3f9ed09da059@theobroma-systems.com,e2dd33448c0d502d92fa832c8b393532a3b3f74b@suse.de,7acbb0643e3da1a0f6f894ebd720fb3807e67dff@denx.de,f8dedea57feff1efc284b0d68daf30d1890768b5@chromium.org,92165b917d3d1a38aaf8dc5559f63e9105565c31@baylibre.com,679188261afeb60eb822cd934fd7b46a48ddd743@nxp.com,874cb9aefeb99a9b86f7ecaa3c7024056fc6b1c0@gmail.com,340754537c69bbbf8cebf3559e80eed495e9c36d@theobroma-systems.com,6d67df43a1b10a02c7c04e8346f9d9ca207335e5@samsung.com,5db5357b1f1e2515ecdfcdf6abe274f9f2a762ab@free.fr,666d82badf37dc240bacece830d7f52411b6fee3@jsg.id.au,34da408050df33aee6e3af3a4e94de2b427bc63c@vanguardiasur.com.ar,ece4b0ad4c1e83284086d5d1dde487dc3317bd54@denx.de,5c3d743d32a9da88297ea2f31c9fc61511a33096@nxp.com,0ab2c792a7bf45636384d9e5efb4731db250b4fc@gmx.de,3ad82b0c937b9aa51276120cedd545efc822be04@suse.de,f37aab7b304f42579817075af31d50648f6a90af@nxp.com,0af8725f1ccbdb5185e18169373f1243f87d5933@gmail.com,2cd7bb605d542f55cc27b85da62ad2c96ce31039@gmx.de,435ddd46dc66c007a1fa20144c823d37e0d23436@hauke-m.de,6d65ed60c840a73a417e60c9f505e92b77b27a98@free.fr,e7e22d33983ecb2d5dbd655df5113f7aed20b96d@gdsys.cc,03c25bfc95b872270a57e1e08e94ba12b5ee67ef@suse.de,6d039e1e5c9c8db5c8b5fcee2b837cd67fbfc930@suse.com,cf656be990749144ba3a2cd35e53974e271fd3ac@nxp.com,4fb15d00eb19137e0cd82be1ee464e073c466626@KARO-electronics.de,62ba9496910f702bac487a49d4a6f345ef2fa5ff@phenome.org,5db5357b1f1e2515ecdfcdf6abe274f9f2a762ab@opensuse.org"
openSUSE,openSUSE/fennek,26,0,0,26,0,3,"jcayouette,Joseph Cayouette,jcayouette,jcayouette","8e3425fb3fb574540d6e1ab3eecdd19d285ac093@suse.com,b066458caa7543c3bd05fffcd41e247bcbec2545@suse.com,b066458caa7543c3bd05fffcd41e247bcbec2545@suse.de,b066458caa7543c3bd05fffcd41e247bcbec2545@suse.com"
openSUSE,openSUSE/official-images,25,0,0,25,0,13,"Neale Ferguson,Maximilian Münchow,Ludovic Fernandez,Tianon Gravi,Luigi Dell'Aquila,David Cassany,Jordi Massaguer Pla,Christian Haudum,Jamie L Coleman,Dirk Eddelbuettel,ArangoDB Release BOT,David Cassany,Brian Goff","99a952c495e97e254762d4226ddb0ee8753304ce@sinenomine.net,dbe0882ced943af4f228c81f2090efed32f63350@teamspeak.com,6bf8fbe5715cc022c115d27ce837f7ab06d25f05@users.noreply.github.com,48d6fd857398d03b4f0f2c13db44e96367330a97@gmail.com,47422709b63d601c83c74cbc9aa41ffc4f3e28f1@gmail.com,a09a4352c945a455982114cf5a7efee96a8c8359@suse.com,5b1b0ca3ebd8c194a1db402d48bca717f091fcfe@suse.de,d3d0152a0c6a431e43aad83a3ec7de58c8c06e40@gmail.com,00457147ae1691318382752db9d769e6405c65a2@uk.ibm.com,94f556acb3f1210397a056bdef8821c80d6ccdaf@debian.org,616e881177e53541ea47e5917a60deb2554e079d@arangodb.com,b88c54a6c4c7fd4e748306e5d9b20bc0ed139582@linux-nguq.suse,7c85cf8ae7443f547a26fb59a1f52171e1274aa1@gmail.com"
openSUSE,openSUSE/polkit-default-privs,25,0,0,25,0,3,"Matthias Gerstner,Matthias Gerstner,sebastian-suse","71542f10605ccf6d13ca97ce3499df35db6ec7f1@suse.de,d1a223cda5d69ec491ebc1eb0ee30034ee3df47d@suse.de,588576cb8a3859d48bca0091174a04922f7324dd@suse.de"
openSUSE,openSUSE/intitator,22,0,0,22,0,1,Douglas DeMaio,d3412879ac88d31cf787915a4ba1e6c79178660f@suse.de
openSUSE,openSUSE/zypp-automation,16,0,0,16,0,1,Benjamin Zeller,727cb715aea1f48ea34314fa5332dd9ce525fc30@suse.de
openSUSE,openSUSE/enhancerepo,14,0,0,14,0,1,Duncan Mac-Vicar P,80b75c005fadcc4a2abcff72c5305f01cdb60021@suse.de
openSUSE,openSUSE/susefirewall2,13,0,0,13,0,1,Matthias Gerstner,d1a223cda5d69ec491ebc1eb0ee30034ee3df47d@suse.de
